Cliente,Dirección,Latitud,Longitud,Teléfono de contacto,Correo electrónico de contacto,Mes,Fecha
Cliente 46321,"Av. Libertador 15000, San Isidro",-34.433664,-58.570804,1160046321,cte46321@duff.com.ar,August 2025,2025-08-28
Cliente 46322,"San Martín 800, Lanús",-34.460485,-58.523558,1160046322,cte46322@duff.com.ar,August 2025,2025-08-28
Cliente 46323,"Av. Maipú 300, Vicente López",-34.578229,-58.575365,1160046323,cte46323@duff.com.ar,August 2025,2025-08-28
Cliente 46324,"Av. Libertador 15000, San Isidro",-34.465224,-58.390638,1160046324,cte46324@duff.com.ar,August 2025,2025-08-28
Cliente 46325,"Ruta 8 Km 30, San Miguel",-34.556308,-58.607927,1160046325,cte46325@duff.com.ar,August 2025,2025-08-28
Cliente 46326,"Av. Calchaquí 2300, Quilmes",-34.527878,-58.540255,1160046326,cte46326@duff.com.ar,August 2025,2025-08-28
Cliente 46327,"Av. Calchaquí 2300, Quilmes",-34.427399,-58.59179,1160046327,cte46327@duff.com.ar,August 2025,2025-08-28
Cliente 46328,"Ruta 8 Km 30, San Miguel",-34.570638,-58.547378,1160046328,cte46328@duff.com.ar,August 2025,2025-08-28
Cliente 46329,"Av. Mitre 200, Quilmes",-34.592466,-58.612217,1160046329,cte46329@duff.com.ar,August 2025,2025-08-28
Cliente 46330,"Av. Santa Fe 2300, Palermo",-34.497154,-58.542927,1160046330,cte46330@duff.com.ar,August 2025,2025-08-28
Cliente 46331,"Av. Corrientes 1234, CABA",-34.436096,-58.429552,1160046331,cte46331@duff.com.ar,August 2025,2025-08-28
Cliente 46332,"Ruta 8 Km 30, San Miguel",-34.543473,-58.629582,1160046332,cte46332@duff.com.ar,August 2025,2025-08-28
Cliente 46333,"Av. Corrientes 1234, CABA",-34.403667,-58.593406,1160046333,cte46333@duff.com.ar,August 2025,2025-08-28
Cliente 46334,"Av. Santa Fe 2300, Palermo",-34.571435,-58.487225,1160046334,cte46334@duff.com.ar,August 2025,2025-08-28
Cliente 46335,"San Martín 800, Lanús",-34.551297,-58.508646,1160046335,cte46335@duff.com.ar,August 2025,2025-08-28
Cliente 46336,"Av. Hipólito Yrigoyen 16000, Lomas",-34.435744,-58.680536,1160046336,cte46336@duff.com.ar,August 2025,2025-08-28
Cliente 46337,"San Martín 800, Lanús",-34.509673,-58.59682,1160046337,cte46337@duff.com.ar,August 2025,2025-08-28
Cliente 46338,"Av. Calchaquí 2300, Quilmes",-34.400123,-58.465347,1160046338,cte46338@duff.com.ar,August 2025,2025-08-28
Cliente 46339,"Av. Mitre 200, Quilmes",-34.583526,-58.658561,1160046339,cte46339@duff.com.ar,August 2025,2025-08-28
Cliente 46340,"Av. Santa Fe 2300, Palermo",-34.568548,-58.74391,1160046340,cte46340@duff.com.ar,August 2025,2025-08-28
Cliente 46341,"San Martín 800, Lanús",-34.53683,-58.620217,1160046341,cte46341@duff.com.ar,August 2025,2025-08-28
Cliente 46342,"Calle 12 y 44, La Plata",-34.553001,-58.528759,1160046342,cte46342@duff.com.ar,August 2025,2025-08-28
Cliente 46343,"Av. Maipú 300, Vicente López",-34.55631,-58.373574,1160046343,cte46343@duff.com.ar,August 2025,2025-08-28
Cliente 46344,"San Martín 800, Lanús",-34.453508,-58.70144,1160046344,cte46344@duff.com.ar,August 2025,2025-08-28
Cliente 46345,"Belgrano 500, Morón",-34.546228,-58.357025,1160046345,cte46345@duff.com.ar,August 2025,2025-08-28
Cliente 46346,"Ruta 8 Km 30, San Miguel",-34.559963,-58.703217,1160046346,cte46346@duff.com.ar,August 2025,2025-08-28
Cliente 46347,"Av. Corrientes 1234, CABA",-34.553536,-58.464457,1160046347,cte46347@duff.com.ar,August 2025,2025-08-28
Cliente 46348,"Av. Santa Fe 2300, Palermo",-34.496425,-58.722974,1160046348,cte46348@duff.com.ar,August 2025,2025-08-28
Cliente 46349,"Ruta 8 Km 30, San Miguel",-34.527643,-58.715352,1160046349,cte46349@duff.com.ar,August 2025,2025-08-28
Cliente 46350,"San Martín 800, Lanús",-34.541863,-58.681615,1160046350,cte46350@duff.com.ar,August 2025,2025-08-28
Cliente 46351,"Ruta 8 Km 30, San Miguel",-34.555885,-58.438735,1160046351,cte46351@duff.com.ar,August 2025,2025-08-28
Cliente 46352,"Ruta 8 Km 30, San Miguel",-34.443301,-58.457034,1160046352,cte46352@duff.com.ar,August 2025,2025-08-28
Cliente 46353,"Av. Calchaquí 2300, Quilmes",-34.46235,-58.651934,1160046353,cte46353@duff.com.ar,August 2025,2025-08-28
Cliente 46354,"Av. Hipólito Yrigoyen 16000, Lomas",-34.511853,-58.565982,1160046354,cte46354@duff.com.ar,August 2025,2025-08-28
Cliente 46355,"Av. Calchaquí 2300, Quilmes",-34.493028,-58.407462,1160046355,cte46355@duff.com.ar,August 2025,2025-08-28
Cliente 46356,"Calle 12 y 44, La Plata",-34.422275,-58.663579,1160046356,cte46356@duff.com.ar,August 2025,2025-08-28
Cliente 46357,"Av. Santa Fe 2300, Palermo",-34.513601,-58.69079,1160046357,cte46357@duff.com.ar,August 2025,2025-08-28
Cliente 46358,"Av. Santa Fe 2300, Palermo",-34.470365,-58.521172,1160046358,cte46358@duff.com.ar,August 2025,2025-08-28
Cliente 46359,"Av. Calchaquí 2300, Quilmes",-34.429835,-58.542443,1160046359,cte46359@duff.com.ar,August 2025,2025-08-28
Cliente 46360,"Av. Libertador 15000, San Isidro",-34.443781,-58.622764,1160046360,cte46360@duff.com.ar,August 2025,2025-08-28
Cliente 46361,"Av. Corrientes 1234, CABA",-34.461149,-58.733935,1160046361,cte46361@duff.com.ar,August 2025,2025-08-28
Cliente 46362,"Ruta 8 Km 30, San Miguel",-34.569695,-58.571212,1160046362,cte46362@duff.com.ar,August 2025,2025-08-28
Cliente 46363,"Ruta 8 Km 30, San Miguel",-34.422621,-58.395954,1160046363,cte46363@duff.com.ar,August 2025,2025-08-28
Cliente 46364,"Belgrano 500, Morón",-34.480246,-58.698045,1160046364,cte46364@duff.com.ar,August 2025,2025-08-28
Cliente 46365,"Av. Rivadavia 1000, CABA",-34.463807,-58.679247,1160046365,cte46365@duff.com.ar,August 2025,2025-08-28
Cliente 46366,"Av. Mitre 200, Quilmes",-34.529907,-58.624325,1160046366,cte46366@duff.com.ar,August 2025,2025-08-28
Cliente 46367,"Av. Rivadavia 1000, CABA",-34.423107,-58.472572,1160046367,cte46367@duff.com.ar,August 2025,2025-08-28
Cliente 46368,"Av. Santa Fe 2300, Palermo",-34.585789,-58.412645,1160046368,cte46368@duff.com.ar,August 2025,2025-08-28
Cliente 46369,"Av. Corrientes 1234, CABA",-34.51392,-58.448094,1160046369,cte46369@duff.com.ar,August 2025,2025-08-28
Cliente 46370,"Belgrano 500, Morón",-34.444664,-58.350528,1160046370,cte46370@duff.com.ar,August 2025,2025-08-28
Cliente 46371,"Calle 12 y 44, La Plata",-34.530611,-58.404223,1160046371,cte46371@duff.com.ar,August 2025,2025-08-28
Cliente 46372,"Av. Libertador 15000, San Isidro",-34.542641,-58.351784,1160046372,cte46372@duff.com.ar,August 2025,2025-08-28
Cliente 46373,"Av. Libertador 15000, San Isidro",-34.51795,-58.485928,1160046373,cte46373@duff.com.ar,August 2025,2025-08-28
Cliente 46374,"Belgrano 500, Morón",-34.401098,-58.669833,1160046374,cte46374@duff.com.ar,August 2025,2025-08-28
Cliente 46375,"Ruta 8 Km 30, San Miguel",-34.4752,-58.350649,1160046375,cte46375@duff.com.ar,August 2025,2025-08-28
Cliente 46376,"Av. Maipú 300, Vicente López",-34.411208,-58.661704,1160046376,cte46376@duff.com.ar,August 2025,2025-08-28
Cliente 46377,"Av. Maipú 300, Vicente López",-34.580255,-58.579571,1160046377,cte46377@duff.com.ar,August 2025,2025-08-28
Cliente 46378,"Av. Libertador 15000, San Isidro",-34.447329,-58.434116,1160046378,cte46378@duff.com.ar,August 2025,2025-08-28
Cliente 46379,"Av. Santa Fe 2300, Palermo",-34.478514,-58.504045,1160046379,cte46379@duff.com.ar,August 2025,2025-08-28
Cliente 46380,"Av. Hipólito Yrigoyen 16000, Lomas",-34.575868,-58.573516,1160046380,cte46380@duff.com.ar,August 2025,2025-08-28
Cliente 46381,"Calle 12 y 44, La Plata",-34.484766,-58.47656,1160046381,cte46381@duff.com.ar,August 2025,2025-08-28
Cliente 46382,"Av. Corrientes 1234, CABA",-34.581645,-58.47374,1160046382,cte46382@duff.com.ar,August 2025,2025-08-28
Cliente 46383,"Av. Calchaquí 2300, Quilmes",-34.411746,-58.435506,1160046383,cte46383@duff.com.ar,August 2025,2025-08-28
Cliente 46384,"Ruta 8 Km 30, San Miguel",-34.475225,-58.711146,1160046384,cte46384@duff.com.ar,August 2025,2025-08-28
Cliente 46385,"Av. Rivadavia 1000, CABA",-34.441129,-58.484818,1160046385,cte46385@duff.com.ar,August 2025,2025-08-28
Cliente 46386,"Av. Libertador 15000, San Isidro",-34.490261,-58.429143,1160046386,cte46386@duff.com.ar,August 2025,2025-08-28
Cliente 46387,"Av. Maipú 300, Vicente López",-34.4651,-58.56212,1160046387,cte46387@duff.com.ar,August 2025,2025-08-28
Cliente 46388,"Av. Santa Fe 2300, Palermo",-34.553085,-58.548264,1160046388,cte46388@duff.com.ar,August 2025,2025-08-28
Cliente 46389,"Av. Santa Fe 2300, Palermo",-34.569186,-58.725922,1160046389,cte46389@duff.com.ar,August 2025,2025-08-28
Cliente 46390,"Av. Maipú 300, Vicente López",-34.553208,-58.60316,1160046390,cte46390@duff.com.ar,August 2025,2025-08-28
Cliente 46391,"Belgrano 500, Morón",-34.470639,-58.55025,1160046391,cte46391@duff.com.ar,August 2025,2025-08-28
Cliente 46392,"Av. Libertador 15000, San Isidro",-34.452971,-58.45501,1160046392,cte46392@duff.com.ar,August 2025,2025-08-28
Cliente 46393,"Av. Corrientes 1234, CABA",-34.458785,-58.53101,1160046393,cte46393@duff.com.ar,August 2025,2025-08-28
Cliente 46394,"Av. Libertador 15000, San Isidro",-34.467393,-58.359029,1160046394,cte46394@duff.com.ar,August 2025,2025-08-28
Cliente 46395,"Ruta 8 Km 30, San Miguel",-34.458844,-58.453008,1160046395,cte46395@duff.com.ar,August 2025,2025-08-28
Cliente 46396,"Av. Libertador 15000, San Isidro",-34.541761,-58.558806,1160046396,cte46396@duff.com.ar,August 2025,2025-08-28
Cliente 46397,"Av. Rivadavia 1000, CABA",-34.512959,-58.608612,1160046397,cte46397@duff.com.ar,August 2025,2025-08-28
Cliente 46398,"Av. Santa Fe 2300, Palermo",-34.508088,-58.510791,1160046398,cte46398@duff.com.ar,August 2025,2025-08-28
Cliente 46399,"Belgrano 500, Morón",-34.47516,-58.41417,1160046399,cte46399@duff.com.ar,August 2025,2025-08-28
Cliente 46400,"San Martín 800, Lanús",-34.468736,-58.40225,1160046400,cte46400@duff.com.ar,August 2025,2025-08-28
Cliente 46401,"Av. Calchaquí 2300, Quilmes",-34.468677,-58.609969,1160046401,cte46401@duff.com.ar,August 2025,2025-08-28
Cliente 46402,"Av. Maipú 300, Vicente López",-34.473826,-58.458392,1160046402,cte46402@duff.com.ar,August 2025,2025-08-28
Cliente 46403,"Av. Maipú 300, Vicente López",-34.462869,-58.410035,1160046403,cte46403@duff.com.ar,August 2025,2025-08-28
Cliente 46404,"Calle 12 y 44, La Plata",-34.418884,-58.615915,1160046404,cte46404@duff.com.ar,August 2025,2025-08-28
Cliente 46405,"Av. Libertador 15000, San Isidro",-34.584216,-58.487436,1160046405,cte46405@duff.com.ar,August 2025,2025-08-28
Cliente 46406,"Av. Maipú 300, Vicente López",-34.577947,-58.396407,1160046406,cte46406@duff.com.ar,August 2025,2025-08-28
Cliente 46407,"Av. Rivadavia 1000, CABA",-34.435567,-58.464589,1160046407,cte46407@duff.com.ar,August 2025,2025-08-28
Cliente 46408,"Av. Mitre 200, Quilmes",-34.414765,-58.395127,1160046408,cte46408@duff.com.ar,August 2025,2025-08-28
Cliente 46409,"Ruta 8 Km 30, San Miguel",-34.415413,-58.455822,1160046409,cte46409@duff.com.ar,August 2025,2025-08-28
Cliente 46410,"Av. Rivadavia 1000, CABA",-34.526309,-58.730902,1160046410,cte46410@duff.com.ar,August 2025,2025-08-28
Cliente 46411,"Av. Hipólito Yrigoyen 16000, Lomas",-34.587688,-58.432742,1160046411,cte46411@duff.com.ar,August 2025,2025-08-28
Cliente 46412,"Calle 12 y 44, La Plata",-34.561724,-58.624762,1160046412,cte46412@duff.com.ar,August 2025,2025-08-28
Cliente 46413,"Belgrano 500, Morón",-34.482779,-58.697564,1160046413,cte46413@duff.com.ar,August 2025,2025-08-28
Cliente 46414,"Ruta 8 Km 30, San Miguel",-34.402934,-58.423159,1160046414,cte46414@duff.com.ar,August 2025,2025-08-28
Cliente 46415,"Ruta 8 Km 30, San Miguel",-34.483058,-58.386616,1160046415,cte46415@duff.com.ar,August 2025,2025-08-28
Cliente 46416,"Ruta 8 Km 30, San Miguel",-34.501286,-58.391221,1160046416,cte46416@duff.com.ar,August 2025,2025-08-28
Cliente 46417,"Belgrano 500, Morón",-34.434804,-58.744367,1160046417,cte46417@duff.com.ar,August 2025,2025-08-28
Cliente 46418,"Av. Libertador 15000, San Isidro",-34.440652,-58.436428,1160046418,cte46418@duff.com.ar,August 2025,2025-08-28
Cliente 46419,"Av. Mitre 200, Quilmes",-34.536524,-58.552783,1160046419,cte46419@duff.com.ar,August 2025,2025-08-28
Cliente 46420,"Ruta 8 Km 30, San Miguel",-34.572361,-58.483367,1160046420,cte46420@duff.com.ar,August 2025,2025-08-28
Cliente 46421,"Ruta 8 Km 30, San Miguel",-34.465121,-58.357416,1160046421,cte46421@duff.com.ar,August 2025,2025-08-28
Cliente 46422,"Av. Santa Fe 2300, Palermo",-34.455449,-58.571061,1160046422,cte46422@duff.com.ar,August 2025,2025-08-28
Cliente 46423,"Av. Santa Fe 2300, Palermo",-34.563945,-58.434914,1160046423,cte46423@duff.com.ar,August 2025,2025-08-28
Cliente 46424,"Av. Corrientes 1234, CABA",-34.529241,-58.37251,1160046424,cte46424@duff.com.ar,August 2025,2025-08-28
Cliente 46425,"Av. Rivadavia 1000, CABA",-34.544582,-58.671359,1160046425,cte46425@duff.com.ar,August 2025,2025-08-28
Cliente 46426,"Av. Santa Fe 2300, Palermo",-34.475913,-58.383748,1160046426,cte46426@duff.com.ar,August 2025,2025-08-28
Cliente 46427,"Av. Libertador 15000, San Isidro",-34.571787,-58.733463,1160046427,cte46427@duff.com.ar,August 2025,2025-08-28
Cliente 46428,"San Martín 800, Lanús",-34.406523,-58.695311,1160046428,cte46428@duff.com.ar,August 2025,2025-08-28
Cliente 46429,"Av. Calchaquí 2300, Quilmes",-34.478496,-58.670361,1160046429,cte46429@duff.com.ar,August 2025,2025-08-28
Cliente 46430,"San Martín 800, Lanús",-34.566464,-58.687582,1160046430,cte46430@duff.com.ar,August 2025,2025-08-28
Cliente 46431,"Av. Hipólito Yrigoyen 16000, Lomas",-34.458006,-58.446151,1160046431,cte46431@duff.com.ar,August 2025,2025-08-28
Cliente 46432,"Av. Hipólito Yrigoyen 16000, Lomas",-34.57604,-58.695373,1160046432,cte46432@duff.com.ar,August 2025,2025-08-28
Cliente 46433,"Ruta 8 Km 30, San Miguel",-34.413134,-58.514456,1160046433,cte46433@duff.com.ar,August 2025,2025-08-28
Cliente 46434,"Av. Maipú 300, Vicente López",-34.443741,-58.717777,1160046434,cte46434@duff.com.ar,August 2025,2025-08-28
Cliente 46435,"Av. Hipólito Yrigoyen 16000, Lomas",-34.589518,-58.591521,1160046435,cte46435@duff.com.ar,August 2025,2025-08-28
Cliente 46436,"Av. Hipólito Yrigoyen 16000, Lomas",-34.488949,-58.601,1160046436,cte46436@duff.com.ar,August 2025,2025-08-28
Cliente 46437,"Av. Calchaquí 2300, Quilmes",-34.457314,-58.482207,1160046437,cte46437@duff.com.ar,August 2025,2025-08-28
Cliente 46438,"Av. Hipólito Yrigoyen 16000, Lomas",-34.510629,-58.718233,1160046438,cte46438@duff.com.ar,August 2025,2025-08-28
Cliente 46439,"Av. Hipólito Yrigoyen 16000, Lomas",-34.480895,-58.653248,1160046439,cte46439@duff.com.ar,August 2025,2025-08-28
Cliente 46440,"Av. Maipú 300, Vicente López",-34.522832,-58.744241,1160046440,cte46440@duff.com.ar,August 2025,2025-08-28
Cliente 46441,"Ruta 8 Km 30, San Miguel",-34.495778,-58.470403,1160046441,cte46441@duff.com.ar,August 2025,2025-08-28
Cliente 46442,"Belgrano 500, Morón",-34.484501,-58.449369,1160046442,cte46442@duff.com.ar,August 2025,2025-08-28
Cliente 46443,"San Martín 800, Lanús",-34.400117,-58.496973,1160046443,cte46443@duff.com.ar,August 2025,2025-08-28
Cliente 46444,"Ruta 8 Km 30, San Miguel",-34.555784,-58.521083,1160046444,cte46444@duff.com.ar,August 2025,2025-08-28
Cliente 46445,"Av. Maipú 300, Vicente López",-34.550985,-58.617919,1160046445,cte46445@duff.com.ar,August 2025,2025-08-28
Cliente 46446,"Av. Libertador 15000, San Isidro",-34.529591,-58.542006,1160046446,cte46446@duff.com.ar,August 2025,2025-08-28
Cliente 46447,"Av. Corrientes 1234, CABA",-34.495254,-58.483073,1160046447,cte46447@duff.com.ar,August 2025,2025-08-28
Cliente 46448,"San Martín 800, Lanús",-34.512455,-58.674922,1160046448,cte46448@duff.com.ar,August 2025,2025-08-28
Cliente 46449,"Av. Mitre 200, Quilmes",-34.501803,-58.431413,1160046449,cte46449@duff.com.ar,August 2025,2025-08-28
Cliente 46450,"Av. Santa Fe 2300, Palermo",-34.459435,-58.703889,1160046450,cte46450@duff.com.ar,August 2025,2025-08-28
Cliente 46451,"Av. Hipólito Yrigoyen 16000, Lomas",-34.410333,-58.627669,1160046451,cte46451@duff.com.ar,August 2025,2025-08-28
Cliente 46452,"San Martín 800, Lanús",-34.482708,-58.737173,1160046452,cte46452@duff.com.ar,August 2025,2025-08-28
Cliente 46453,"Av. Maipú 300, Vicente López",-34.418105,-58.476571,1160046453,cte46453@duff.com.ar,August 2025,2025-08-28
Cliente 46454,"Av. Libertador 15000, San Isidro",-34.544789,-58.476667,1160046454,cte46454@duff.com.ar,August 2025,2025-08-28
Cliente 46455,"Belgrano 500, Morón",-34.541491,-58.64611,1160046455,cte46455@duff.com.ar,August 2025,2025-08-28
Cliente 46456,"Av. Mitre 200, Quilmes",-34.510603,-58.509974,1160046456,cte46456@duff.com.ar,August 2025,2025-08-28
Cliente 46457,"Av. Hipólito Yrigoyen 16000, Lomas",-34.558131,-58.452838,1160046457,cte46457@duff.com.ar,August 2025,2025-08-28
Cliente 46458,"Belgrano 500, Morón",-34.48439,-58.747016,1160046458,cte46458@duff.com.ar,August 2025,2025-08-28
Cliente 46459,"Av. Hipólito Yrigoyen 16000, Lomas",-34.490125,-58.581634,1160046459,cte46459@duff.com.ar,August 2025,2025-08-28
Cliente 46460,"Belgrano 500, Morón",-34.466128,-58.390887,1160046460,cte46460@duff.com.ar,August 2025,2025-08-28
Cliente 46461,"Av. Rivadavia 1000, CABA",-34.54747,-58.480528,1160046461,cte46461@duff.com.ar,August 2025,2025-08-28
Cliente 46462,"Av. Rivadavia 1000, CABA",-34.569666,-58.715762,1160046462,cte46462@duff.com.ar,August 2025,2025-08-28
Cliente 46463,"Av. Hipólito Yrigoyen 16000, Lomas",-34.413634,-58.405084,1160046463,cte46463@duff.com.ar,August 2025,2025-08-28
Cliente 46464,"Av. Rivadavia 1000, CABA",-34.499719,-58.694671,1160046464,cte46464@duff.com.ar,August 2025,2025-08-28
Cliente 46465,"Av. Libertador 15000, San Isidro",-34.547335,-58.523048,1160046465,cte46465@duff.com.ar,August 2025,2025-08-28
Cliente 46466,"Av. Maipú 300, Vicente López",-34.46963,-58.473757,1160046466,cte46466@duff.com.ar,August 2025,2025-08-28
Cliente 46467,"Ruta 8 Km 30, San Miguel",-34.450437,-58.666052,1160046467,cte46467@duff.com.ar,August 2025,2025-08-28
Cliente 46468,"Ruta 8 Km 30, San Miguel",-34.540749,-58.744951,1160046468,cte46468@duff.com.ar,August 2025,2025-08-28
Cliente 46469,"Belgrano 500, Morón",-34.585203,-58.626204,1160046469,cte46469@duff.com.ar,August 2025,2025-08-28
Cliente 46470,"Av. Maipú 300, Vicente López",-34.562845,-58.552984,1160046470,cte46470@duff.com.ar,August 2025,2025-08-28
Cliente 46471,"Av. Santa Fe 2300, Palermo",-34.430268,-58.460805,1160046471,cte46471@duff.com.ar,August 2025,2025-08-28
Cliente 46472,"Av. Maipú 300, Vicente López",-34.449084,-58.509899,1160046472,cte46472@duff.com.ar,August 2025,2025-08-28
Cliente 46473,"Belgrano 500, Morón",-34.459913,-58.677999,1160046473,cte46473@duff.com.ar,August 2025,2025-08-28
Cliente 46474,"Av. Libertador 15000, San Isidro",-34.489507,-58.521763,1160046474,cte46474@duff.com.ar,August 2025,2025-08-28
Cliente 46475,"Av. Libertador 15000, San Isidro",-34.474258,-58.438288,1160046475,cte46475@duff.com.ar,August 2025,2025-08-28
Cliente 46476,"Calle 12 y 44, La Plata",-34.4112,-58.465312,1160046476,cte46476@duff.com.ar,August 2025,2025-08-28
Cliente 46477,"Av. Hipólito Yrigoyen 16000, Lomas",-34.415487,-58.530032,1160046477,cte46477@duff.com.ar,August 2025,2025-08-28
Cliente 46478,"Av. Maipú 300, Vicente López",-34.542132,-58.486588,1160046478,cte46478@duff.com.ar,August 2025,2025-08-28
Cliente 46479,"Av. Libertador 15000, San Isidro",-34.403813,-58.466116,1160046479,cte46479@duff.com.ar,August 2025,2025-08-28
Cliente 46480,"Av. Corrientes 1234, CABA",-34.406197,-58.741043,1160046480,cte46480@duff.com.ar,August 2025,2025-08-28
Cliente 46481,"Calle 12 y 44, La Plata",-34.548328,-58.640558,1160046481,cte46481@duff.com.ar,August 2025,2025-08-28
Cliente 46482,"Calle 12 y 44, La Plata",-34.51464,-58.737684,1160046482,cte46482@duff.com.ar,August 2025,2025-08-28
Cliente 46483,"San Martín 800, Lanús",-34.417149,-58.467169,1160046483,cte46483@duff.com.ar,August 2025,2025-08-28
Cliente 46484,"Av. Mitre 200, Quilmes",-34.583211,-58.680121,1160046484,cte46484@duff.com.ar,August 2025,2025-08-28
Cliente 46485,"Av. Calchaquí 2300, Quilmes",-34.479379,-58.386599,1160046485,cte46485@duff.com.ar,August 2025,2025-08-28
Cliente 46486,"Belgrano 500, Morón",-34.582477,-58.576679,1160046486,cte46486@duff.com.ar,August 2025,2025-08-28
Cliente 46487,"Ruta 8 Km 30, San Miguel",-34.559997,-58.677864,1160046487,cte46487@duff.com.ar,August 2025,2025-08-28
Cliente 46488,"Calle 12 y 44, La Plata",-34.453983,-58.419403,1160046488,cte46488@duff.com.ar,August 2025,2025-08-28
Cliente 46489,"Av. Calchaquí 2300, Quilmes",-34.415771,-58.476406,1160046489,cte46489@duff.com.ar,August 2025,2025-08-28
Cliente 46490,"Av. Hipólito Yrigoyen 16000, Lomas",-34.58687,-58.607173,1160046490,cte46490@duff.com.ar,August 2025,2025-08-28
Cliente 46491,"Av. Corrientes 1234, CABA",-34.511689,-58.639645,1160046491,cte46491@duff.com.ar,August 2025,2025-08-28
